name;suspiciousness_value
org.apache.commons.math3.optimization.linear$AbstractLinearOptimizer#incrementIterationsCounter():128;1.0
org.apache.commons.math3.exception$MathIllegalStateException#getLocalizedMessage():86;0.5773502691896258
org.apache.commons.math3.optimization.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optimization.linear.SimplexTableau,int):138;0.5
org.apache.commons.math3.optimization.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optimization.linear.SimplexTableau,int):139;0.5
org.apache.commons.math3.optimization.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optimization.linear.SimplexTableau,int):140;0.5
org.apache.commons.math3.optimization.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optimization.linear.SimplexTableau,int):141;0.5
org.apache.commons.math3.optimization.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optimization.linear.SimplexTableau,int):142;0.5
org.apache.commons.math3.optimization.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optimization.linear.SimplexTableau,int):143;0.5
org.apache.commons.math3.optimization.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optimization.linear.SimplexTableau,int):144;0.5
org.apache.commons.math3.optimization.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optimization.linear.SimplexTableau,int):145;0.5
org.apache.commons.math3.optimization.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optimization.linear.SimplexTableau,int):146;0.5
org.apache.commons.math3.optimization.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optimization.linear.SimplexTableau,int):150;0.5
org.apache.commons.math3.optimization.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optimization.linear.SimplexTableau,int):151;0.5
org.apache.commons.math3.optimization.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optimization.linear.SimplexTableau,int):127;0.4082482904638631
org.apache.commons.math3.optimization.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optimization.linear.SimplexTableau,int):121;0.3333333333333333
org.apache.commons.math3.optimization.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optimization.linear.SimplexTableau,int):122;0.3333333333333333
org.apache.commons.math3.optimization.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optimization.linear.SimplexTableau,int):123;0.3333333333333333
org.apache.commons.math3.optimization.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optimization.linear.SimplexTableau,int):124;0.3333333333333333
org.apache.commons.math3.optimization.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optimization.linear.SimplexTableau,int):104;0.31622776601683794
org.apache.commons.math3.optimization.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optimization.linear.SimplexTableau,int):119;0.31622776601683794
org.apache.commons.math3.optimization.linear$SimplexSolver#getPivotRow(org.apache.commons.math3.optimization.linear.SimplexTableau,int):120;0.31622776601683794
org.apache.commons.math3.util$Precision#compareTo(double,double,int):117;0.2581988897471611
org.apache.commons.math3.optimization.linear$SimplexTableau#createTableau(boolean):231;0.2581988897471611
org.apache.commons.math3.optimization.linear$SimplexSolver#doOptimize():227;0.25
org.apache.commons.math3.util$Precision#compareTo(double,double,int):115;0.22941573387056174
org.apache.commons.math3.optimization.linear$SimplexTableau#dropPhase1Objective():352;0.22941573387056174
org.apache.commons.math3.optimization.linear$SimplexSolver#solvePhase1(org.apache.commons.math3.optimization.linear.SimplexTableau):209;0.22941573387056174
org.apache.commons.math3.optimization.linear$SimplexTableau#dropPhase1Objective():337;0.22360679774997896
org.apache.commons.math3.optimization.linear$SimplexTableau#dropPhase1Objective():338;0.22360679774997896
org.apache.commons.math3.optimization.linear$SimplexTableau#dropPhase1Objective():341;0.22360679774997896
org.apache.commons.math3.optimization.linear$SimplexTableau#dropPhase1Objective():342;0.22360679774997896
org.apache.commons.math3.optimization.linear$SimplexTableau#dropPhase1Objective():343;0.22360679774997896
org.apache.commons.math3.optimization.linear$SimplexTableau#dropPhase1Objective():349;0.22360679774997896
org.apache.commons.math3.optimization.linear$SimplexTableau#dropPhase1Objective():350;0.22360679774997896
org.apache.commons.math3.optimization.linear$SimplexTableau#dropPhase1Objective():351;0.22360679774997896
org.apache.commons.math3.optimization.linear$SimplexTableau#dropPhase1Objective():356;0.22360679774997896
org.apache.commons.math3.optimization.linear$SimplexTableau#dropPhase1Objective():357;0.22360679774997896
org.apache.commons.math3.optimization.linear$SimplexTableau#dropPhase1Objective():358;0.22360679774997896
org.apache.commons.math3.optimization.linear$SimplexTableau#dropPhase1Objective():359;0.22360679774997896
org.apache.commons.math3.optimization.linear$SimplexTableau#dropPhase1Objective():360;0.22360679774997896
org.apache.commons.math3.optimization.linear$SimplexTableau#dropPhase1Objective():361;0.22360679774997896
org.apache.commons.math3.optimization.linear$SimplexTableau#dropPhase1Objective():367;0.22360679774997896
org.apache.commons.math3.optimization.linear$SimplexTableau#dropPhase1Objective():368;0.22360679774997896
org.apache.commons.math3.optimization.linear$SimplexTableau#dropPhase1Objective():369;0.22360679774997896
org.apache.commons.math3.optimization.linear$SimplexTableau#dropPhase1Objective():372;0.22360679774997896
org.apache.commons.math3.optimization.linear$SimplexTableau#dropPhase1Objective():373;0.22360679774997896
org.apache.commons.math3.optimization.linear$SimplexTableau#dropPhase1Objective():374;0.22360679774997896
org.apache.commons.math3.optimization.linear$SimplexSolver#solvePhase1(org.apache.commons.math3.optimization.linear.SimplexTableau):202;0.2182178902359924
org.apache.commons.math3.exception$MaxCountExceededException#MaxCountExceededException(java.lang.Number):42;0.21320071635561041
org.apache.commons.math3.exception$MaxCountExceededException#MaxCountExceededException(java.lang.Number):43;0.21320071635561041
org.apache.commons.math3.exception$MaxCountExceededException#MaxCountExceededException(org.apache.commons.math3.exception.util.Localizable,java.lang.Number,java.lang.Object[]):53;0.21320071635561041
org.apache.commons.math3.exception$MaxCountExceededException#MaxCountExceededException(org.apache.commons.math3.exception.util.Localizable,java.lang.Number,java.lang.Object[]):54;0.21320071635561041
org.apache.commons.math3.exception$MaxCountExceededException#MaxCountExceededException(org.apache.commons.math3.exception.util.Localizable,java.lang.Number,java.lang.Object[]):55;0.21320071635561041
org.apache.commons.math3.exception$MaxCountExceededException#MaxCountExceededException(org.apache.commons.math3.exception.util.Localizable,java.lang.Number,java.lang.Object[]):56;0.21320071635561041
org.apache.commons.math3.optimization.linear$SimplexTableau#getBasicRow(int):325;0.21320071635561041
org.apache.commons.math3.optimization.linear$SimplexSolver#solvePhase1(org.apache.commons.math3.optimization.linear.SimplexTableau):201;0.21320071635561041
org.apache.commons.math3.optimization.linear$SimplexSolver#solvePhase1(org.apache.commons.math3.optimization.linear.SimplexTableau):206;0.21320071635561041
org.apache.commons.math3.optimization.linear$SimplexTableau#getBasicRow(int):322;0.20851441405707477
org.apache.commons.math3.optimization.linear$SimplexSolver#doOptimize():224;0.20851441405707477
org.apache.commons.math3.optimization.linear$SimplexSolver#doOptimize():226;0.20851441405707477
